Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts h2o2 Replicate 1	Raw Counts h2o2 Replicate 2	Normalized Counts h2o2 Replicate 1	Normalized Counts h2o2 Replicate 2	RPKM h2o2	Expression h2o2	Raw Counts expon Replicate 1	Raw Counts expon Replicate 2	Normalized Counts expon Replicate 1	Normalized Counts expon Replicate 2	RPKM expon	Expression expon	Raw Counts stat Replicate 1	Raw Counts stat Replicate 2	Raw Counts stat Replicate 3	Normalized Counts stat Replicate 1	Normalized Counts stat Replicate 2	Normalized Counts stat Replicate 3	RPKM stat	Expression stat	pValue h2o2 vs expon	qValue h2o2 vs expon	pValue h2o2 vs stat	qValue h2o2 vs stat	pValue expon vs stat	qValue expon vs stat
	2540775	2541194	2541277	+	SSO2783	SSO2783	hypothetical protein	1888	1725	52424	68241	109	143	1538	1142	33929	34225	88	81	2779	4240	2776	172060	203608	187317	187	446	2.733261850572724E-7	4.212200069719252E-6	0.0018576940107796831	0.00517726182234302	7.375695134208947E-89	4.014080236502177E-88
	2541843	2541232		-	SSO2784	SSO2784	Third ORF in transposon ISC1225	105	38	2925	1533	3	3	60	56	1328	1690	2	2	28	56	20	1749	2733	1411	1	3	3.0871569538775886E-4	1.0	0.0875584811651804	1.0	0.04933080920705817	1.0
	2542030	2541830		-	SSO11138	SSO11138	Second ORF in transposon ISC1225	14	18	405	733	2	2	15	13	347	417	2	1	14	13	7	899	659	484	1	3	0.004346993754944012	1.0	0.831186465423395	1.0	3.8702790327121826E-4	1.0
	2542256	2542071		-	SSO11139	SSO11139	First ORF in transposon ISC1225	2	5	55	221	0	0	4	6	106	183	0	0	6	12	7	388	590	501	1	2	0.9886437672222863	1.0	4.16787885752943E-13	1.0	4.7304928695672685E-14	1.0
2543798	2543798	2542599	2542599	-	SSO2785	SSO2785	Transposase ISC1316	8531	3116	236830	123267	123	150	8350	6923	184103	207351	176	163	1341	1401	1321	83018	67269	89166	27	66	0.10889199774807032	0.3832878333172992	1.0294677366124597E-10	4.056624131739983E-10	4.6252730355847905E-11	1.248783604490499E-10
2545046	2545046	2544429	2544384	-	SSO2786	SSO2786	hypothetical protein	1064	793	29556	31374	38	49	1178	1094	25990	32791	51	47	1523	1688	1363	94291	81046	91995	59	144	0.0324772480771584	1.0	0.0038556325006386134	0.010519354929437338	3.1192951231573357E-19	1.0052138424833112E-18
2545736	2545736	2545152	2545152	-	SSO2787	SSO2787	hypothetical protein	2218	645	61572	25522	62	74	1966	1621	43364	48563	85	78	1369	1686	1154	84783	80971	77890	57	138	0.11170581460818986	0.39115883113081557	0.5221256910095486	1.0	5.472445641448854E-4	0.001191309320407712
	2546260	2546652		+	SSO2788	SSO2788	hypothetical protein	99	48	2774	1927	4	5	85	69	1878	2076	5	5	59	91	56	3697	4399	3778	4	10	0.011586428048887263	1.0	0.2756577002551364	1.0	2.3995988809599054E-7	1.0
2548710	2548710	2547175	2547175	-	SSO2789	SSO2789	Acid phosphatase, putative (acpA)	1150	937	31927	37079	17	22	3035	2430	66934	72799	49	45	1073	1200	834	66472	57615	56317	16	39	0.23340603486179431	1.0	0.7373592333760723	1.0	0.2125465152093234	1.0
	2549214	2548795		-	SSO2790	SSO2790	hypothetical protein	385	324	10708	12822	21	28	971	742	21425	22237	56	51	86	138	58	5366	6668	3914	5	12	0.5993428543101696	1.0	3.4632806707740977E-10	1.0	3.515305482104708E-37	1.0
	2549789	2549205		-	SSO2791	SSO2791	hypothetical protein	647	487	17964	19298	24	31	1603	1245	35358	37302	67	62	117	140	87	7300	6734	5928	4	11	0.41928533975047416	1.0	1.5140513870231758E-18	1.0	4.8333170168418114E-82	2.533016140307838E-81
	2551257	2549761		-	SSO2792	SSO2792	hypothetical protein	347	399	9640	15811	6	8	639	362	14101	10854	9	8	203	150	136	12590	7217	9203	2	6	0.02882075232512613	1.0	2.334879309931253E-4	1.0	0.058585998805037245	1.0
	2551907	2551257		-	SSO2793	SSO2793	hypothetical protein	62	104	1732	4116	3	4	192	91	4247	2734	6	5	63	40	30	3913	1938	2068	1	4	0.3666199412719232	1.0	0.11911511906237192	1.0	0.3286649844259335	1.0
	2552817	2551936	2551936	-	SSO2794	SSO2794	Oxydoreductase, putative	744	723	20678	28628	21	27	1016	582	22422	17459	25	22	565	336	228	34996	16161	15422	10	25	4.3498783766144104E-4	1.0	0.006868099972206401	1.0	0.3296189487491466	1.0
2557069	2557069	2552789		-	SSO2795	SSO2795	Oxydoreductase, putative	1300	1429	36109	56555	8	10	3582	1599	78976	47889	16	14	3018	1986	1298	186868	95371	87582	11	28	0.6244115828418485	1.0	0.019133764868390756	1.0	3.9450665631536384E-5	1.0
2557974	2557974	2557150	2557150	-	SSO2796	SSO2796	hypothetical protein	561	548	15596	21700	17	22	906	646	19980	19348	26	23	772	984	788	47816	47244	53207	24	59	0.0315875728790331	1.0	0.020759975987639914	1.0	9.120883096659007E-16	1.0
2558085	2558085	2559161	2559189	+	SSO2797	SSO2797	hypothetical protein	1536	782	42639	30933	27	34	2873	2290	63357	68599	66	61	11552	9285	6152	715088	445839	415061	201	487	0.5061408968592134	1.0	1.6760972830180677E-136	1.739230280678415E-135	5.539786549776362E-158	3.5630899854243424E-157
2559325	2559325	2559954		+	SSO2798	SSO2798	hypothetical protein	446	544	12385	21537	19	26	456	337	10067	10103	17	16	6076	7927	4407	376118	380603	297376	235	557	6.896540321145987E-8	1.0	0.0	0.0	0.0	0.0
	2559951	2560850	2560932	+	SSO2799	SSO2799	hypothetical protein	148	222	4134	8797	5	7	267	205	5896	6147	7	6	2438	3343	1449	150948	160539	97776	64	151	0.02464573184903768	1.0	0.0	0.0	0.0	0.0
2561834	2561834	2560839		-	SSO2800	SSO2800	Alcohol dehydrogenase (Zn containing) (adh-12)	571	204	15875	8105	9	12	919	730	20277	21886	22	21	166	213	150	10303	10256	10182	4	10	0.7769475979428918	1.0	0.0026703775685584514	1.0	4.494715251989051E-8	1.0
2561972	2561972	2563411		+	SSO2801	SSO2801	Cytochrome b558/566, subunit A (cbsA)	3559	2097	98801	82948	49	63	13502	9055	297712	271205	217	197	1971	2910	1845	122041	139755	124488	37	89	0.003950184443861407	0.02346741254530641	0.5819245011631738	1.0	4.1313834007188093E-7	1.0008557608122689E-6
	2563408	2564352	2564352	+	SSO2802	SSO2802	Cytochrome b558/566, subunit B (cbsB)	235	84	6526	3322	4	5	715	427	15769	12816	16	15	99	153	76	6181	7355	5170	2	6	0.002495504074304199	1.0	0.435315793651471	1.0	7.345152975660448E-9	1.0
2564389	2564389	2565357		+	SSO2803	SSO2803	Rieske iron-sulfur protein-1 (soxL-2)	2785	1596	77334	63130	57	72	2594	1891	57209	56648	64	58	318	390	330	19688	18754	22303	8	20	0.005031281290247796	0.028791137236289316	9.169462992450922E-36	1.0	8.854194044832043E-20	2.8801573732039865E-19
2565391	2565391	2567019	2567019	+	SSO2805	SSO2805	Quinol oxidase (SoxABC), cytochrome B subunit,	1857	944	51556	37355	21	27	5995	3524	132181	105566	81	72	305	324	268	18929	15556	18087	4	10	0.01319264190791241	0.06381317427281025	2.253809097601189E-18	1.0	4.475405870574622E-175	2.983284470042569E-174
	2567031	2567324		+	SSO11196	SSO11196	hypothetical protein	104	108	2894	4286	9	12	594	322	13117	9665	43	38	19	33	22	1203	1620	1498	2	4	1.3922421325307402E-4	1.0	2.657646664171587E-10	1.0	1.3942169790207995E-139	1.0
2568074			2567943	-	-	predicted RNA	-	7490	3812	207920	150794	1090	1358	5531	4937	121956	147874	1099	1022	8712	11179	7964	539323	536776	537361	1698	4074	0.0028037215773845875	0.01767223828752686	0.018526453390364968	0.048008162365751464	6.501761673258549E-27	2.3052373677510094E-26
2567674			2567871	+	-	predicted RNA	-	83	58	2303	2314	9	11	35	85	783	2557	8	8	8400	10050	8165	519983	482551	550903	1081	2615	0.0010524506488460575	1.0	0.0	0.0	0.0	0.0
2568562	2568562	2568206	2568206	-	SSO2807	SSO2807	hypothetical protein	1109	463	30804	18332	56	68	520	464	11483	13920	38	35	55	91	63	3416	4378	4257	4	11	2.8804160641443727E-9	1.0	9.772216619385681E-87	1.0	1.8621541357742655E-16	1.0
2568807	2568807	2570330	2570330	+	SSO2808	SSO2808	Medium-chain-fatty-acid--CoA ligase (alkK-3)	773	599	21465	23715	11	14	998	648	22010	19435	14	13	2398	2817	2385	148492	135262	160920	40	97	0.004028767111247941	1.0	5.0299414934031034E-23	2.6140580749522305E-22	8.071270654291513E-210	5.78936994166117E-209
2570361	2570374	2571330	2571330	+	SSO2810	SSO2810	Hydrolase, acetamydase/formamidase related,	5977	2928	165920	115839	118	147	3829	3347	84435	100260	103	96	1568	1893	1715	97109	90929	115769	43	105	4.1952734328954425E-4	0.003314691928071957	6.050395430130951E-4	0.00176521846054336	0.8043869314098508	1.0
2571331	2571427	2572662	2572662	+	SSO2811	SSO2811	Transposase ISC1316	8914	3846	247462	152135	131	161	7616	6560	167931	196493	159	147	1362	1566	1305	84326	75233	88097	27	66	0.02817520793216528	0.12353439759553593	3.861923936731895E-12	1.598692714766807E-11	2.3203222544419052E-8	5.8204376938578975E-8
2573759	2573759	2572959	2572767	-	SSO2812	SSO2812	hypothetical protein	5569	5280	154611	208856	172	226	7448	6370	164219	190794	239	221	3636	5261	3008	225096	252600	202993	119	283	0.04646529292448781	0.19007418774498103	0.19578434979977064	0.44979828850677933	0.2934192443130191	0.5566204189801514
2574656	2574533	2574051	2573888	-	SSO2813	SSO2813	hypothetical protein	11615	4881	322438	193051	435	533	3484	4348	76830	130240	224	214	1553	2280	1466	96183	109501	98958	88	210	9.078712892070778E-10	2.436382175260029E-8	1.874526299995732E-12	7.853836301328013E-12	0.6745925035174019	1.0
2574920	2574920	2574657	2574657	-	SSO2814	SSO2814	hypothetical protein	686	378	19050	14973	51	64	612	596	13514	17869	63	59	2385	2970	2217	147667	142603	149587	230	555	0.011848435547827557	0.058453533851643716	6.976674011309276E-46	4.6605978963960893E-45	0.0	0.0
2575303	2575303	2577201		+	SSO2815	SSO2815	2-oxoacid--ferredoxin oxidoreductase, alpha	31275	38038	868175	1504442	463	624	57595	30507	1269868	913672	643	574	59587	74142	55604	3688442	3559774	3751390	802	1930	0.2946140176767223	0.8258604112218745	0.1339980585116232	0.3162516725903586	7.876531340647802E-5	1.7678184616753143E-4
	2577155	2578105	2578118	+	SSO2816	SSO2816	2-oxoglutarate ferredoxin oxidoreductase subunit	22779	21564	632329	852895	592	780	24231	16034	534268	480202	587	533	85426	112646	87471	5287877	5408431	5901310	2416	5817	0.02129916927004665	0.09722040166811616	7.551115157891204E-7	2.5522933210114353E-6	2.52306973484979E-142	1.5771719045356218E-141
2578274	2578274	2580106	2580106	+	SSO2817	SSO2817	Electron transfer flavoprotein alpha and	7790	6221	216267	246071	97	126	10793	6094	237970	182509	127	114	1816	2575	1856	112410	123662	125242	27	65	0.03120030348075356	0.13546240548896213	1.846549139188519E-6	6.14409247773E-6	8.364288668110819E-4	0.0018081965710992345
2580107	2580109	2581296		+	SSO2819	SSO2819	FIXC protein homolog (fixC)	3745	2401	103969	94995	65	83	5296	3146	116776	94232	98	88	751	992	761	46508	47670	51353	16	40	0.124641392043083	0.42732230553977685	5.464420956074323E-10	2.08720766089072E-9	2.5476999850881825E-9	6.5872010411789965E-9
	2581293	2581580	2581645	+	SSO11231	SSO11231	Ferredoxin like protein (zfx-like2)	4429	2098	122954	83010	288	357	3892	3021	85816	90483	332	306	339	461	370	21037	22164	24976	32	78	0.013906103145041262	0.06680509118906396	2.033458511038883E-62	1.5253388782804922E-61	2.2353593373299872E-41	9.09630538184085E-41
2582515	2582515	2581577	2581396	-	SSO2820	SSO2820	Phosphoenolpyruvate synthase (ppsA-2)	3039	2507	84367	99154	75	97	4696	3721	103541	111442	124	114	3086	3548	2980	191040	170393	201076	82	199	0.2617302563494896	0.7558128831316894	0.38572522070188625	0.8298290338942447	0.0027568703973631418	0.0058581143665470715
	2583350	2582577	2582577	-	SSO2821	SSO2821	FDHD protein homolog (fdhD)	330	212	9181	8391	8	11	215	164	4755	4914	6	6	319	468	330	19800	22499	22323	11	27	1.590302661971844E-7	1.0	0.08077628971103222	1.0	1.3182693687078155E-51	1.0
	2583681	2583325		-	SSO2822	SSO2822	hypothetical protein	66	62	1857	2453	4	6	79	38	1743	1154	4	4	117	131	94	7277	6321	6402	7	18	2.7603997348153275E-4	1.0	1.711844955120792E-5	1.0	1.5277209818257392E-52	1.0
2586584	2586584	2583645		-	SSO2824	SSO2824	Formate dehydrogenase Alpha subunit (fdhF-2)	3179	2764	88259	109331	25	33	3571	1824	78738	54644	25	22	5243	6835	5859	324571	328198	395310	49	118	3.5181891903184726E-4	1.0	1.9918795417829587E-4	5.985251943600724E-4	4.722742963756021E-59	2.2008830608042656E-58
2586778	2586778	2586614	2586585	-	NA	NA	Novel protein	45	28	1276	1136	5	7	21	18	473	554	3	3	332	384	404	20559	18455	27313	54	133	1.1825159735225631E-9	1.0	0.0	0.0	0.0	0.0
	2587335	2586859	2586859	-	SSO2825	SSO2825	hypothetical protein	773	307	21463	12172	28	35	698	506	15392	15166	35	32	92	105	81	5719	5053	5509	4	11	0.010110429362687495	1.0	1.069794392326509E-21	1.0	8.956612849730337E-15	1.0
2587951	2587951	2587322		-	SSO2826	SSO2826	hypothetical protein	752	347	20879	13761	22	27	527	412	11632	12358	20	19	83	98	105	5194	4710	7128	3	9	3.8106478122164274E-5	1.0	1.9288220782092183E-21	1.0	7.22426139596106E-7	1.0
2588751	2588751	2589065	2589168	+	SSO2827	SSO2827	hypothetical protein	8220	6098	228191	241181	577	745	3228	2476	71180	74167	251	230	1968	1955	1366	121859	93890	92222	135	325	2.5527260156695295E-19	1.3701096701343528E-17	5.012356551008133E-10	1.921609106316295E-9	0.07065143258243457	0.13964311722483735
2589493	2589493	2589077		-	SSO2828	SSO2828	hypothetical protein	133	181	3692	7163	9	13	151	97	3338	2914	8	7	134	218	135	8345	10479	9131	9	22	1.3006536445752655E-6	1.0	0.7830366554324781	1.0	1.5241134406727365E-18	1.0
2590462	2590462	2589587		-	SSO2829	SSO2829	hypothetical protein	2058	1144	57130	45281	46	58	3110	2281	68581	68339	85	78	363	376	304	22505	18066	20551	9	23	0.5579378330401644	1.0	3.0682700491832465E-17	1.0	1.2701108668287638E-30	4.618989636025633E-30
	2592271	2590634	2590634	-	SSO2830	SSO2830	hypothetical protein	3015	1825	83720	72216	37	47	3817	2539	84177	76069	53	48	326	463	359	20231	22258	24241	5	13	0.09058213186240081	1.0	5.349131780809324E-35	1.0	7.77574312285114E-35	1.0
2594226	2594226	2592469	2592412	-	SSO2831	SSO2831	AAA family ATPase	1662	2020	46137	79914	26	35	2008	1245	44289	37315	25	23	3111	3751	2850	192586	180095	192328	44	107	2.6457052330251888E-5	1.0	0.004708277514191939	0.012778437577750223	7.496985912656222E-55	3.392168189839945E-54
2594590	2594590	2595291		+	SSO2832	SSO2832	hypothetical protein	531	287	14752	11379	14	18	826	637	18213	19086	28	26	597	731	595	36969	35119	40174	22	53	0.5430607421807522	1.0	0.002304039328355604	1.0	1.5260997219281268E-8	1.0
	2595288	2595671	2595671	+	SSO2833	SSO2833	hypothetical protein	316	176	8784	6989	16	20	383	279	8449	8378	23	21	381	549	403	23621	26359	27192	27	66	0.047545611770041504	1.0	6.122042316875205E-4	1.0	9.115271572439179E-24	1.0
2595889	2596140	2597105	2597105	+	SSO2834	SSO2834	Transposase ISC1439	13152	8825	365086	349069	289	369	6121	5347	134958	160137	164	152	11428	17177	11862	707418	824751	800300	337	804	2.827481024436011E-9	6.424779875233067E-8	0.5999371098151596	1.0	1.2290782396426708E-50	5.442561251788954E-50
	2597333	2598418		+	SSO2835	SSO2835	ABC transporter, binding protein (branched chain	171	314	4753	12419	5	7	225	163	4975	4885	4	4	120	184	137	7461	8835	9254	3	7	6.495623812519417E-7	1.0	0.021021740778889502	1.0	3.694391047476825E-4	1.0
	2598439	2599185		+	SSO2836	SSO2836	ABC transporter, ATP binding protein (branched	70	80	1962	3179	2	3	82	55	1825	1657	2	2	40	48	29	2492	2326	2023	1	3	2.0517462718956488E-4	1.0	0.08607084960688606	1.0	0.0377598751815267	1.0
	2599192	2599902		+	SSO2838	SSO2838	ABC transporter, ATP binding protein (branched	78	88	2180	3488	2	3	178	94	3934	2839	5	4	61	63	62	3831	3038	4187	2	5	0.37754262530470317	1.0	0.9295323974124783	1.0	0.3121088898743796	1.0
	2599909	2600826		+	SSO2839	SSO2839	ABC transporter, permease (branched chain amino	188	228	5235	9022	5	7	329	171	7272	5126	7	6	108	206	130	6694	9917	8783	3	9	0.009243734822227692	1.0	0.17705183332262645	1.0	0.06986555760515377	1.0
	2600826	2601863		+	SSO2841	SSO2841	ABC transporter, permease (branched chain amino	114	142	3173	5644	3	4	178	106	3944	3177	3	3	70	105	78	4345	5075	5327	1	4	0.0028983376386303673	1.0	0.22639449810312626	1.0	0.023741552438452346	1.0
	2602252	2602821		+	SSO2842	SSO2842	Partial transposase ISC1250	74	89	2079	3529	3	4	78	62	1735	1859	3	3	91	108	73	5641	5221	4989	3	9	4.53225125064435E-5	1.0	0.18507861093743286	1.0	1.2396559852139345E-18	1.0
	2603270	2603686		+	SSO2843	SSO2843	First ORF in transposon ISC1190	5	6	150	240	0	0	5	5	125	172	0	0	14	20	8	879	981	587	0	1	0.07268363781410232	1.0	9.18276665063749E-13	1.0	4.138427646215982E-42	1.0
	2603721	2603882		+	SSO11277	SSO11277	Second ORF in transposon ISC1190	3	5	87	227	0	0	7	3	155	97	0	0	32	52	26	2038	2511	1802	5	13	0.18962336471723618	1.0	7.602227736279861E-240	1.0	0.0	1.0
	2603913	2604071	2604071	+	SSO11280	SSO11280	Third ORF in transposon ISC1190	7	14	220	574	1	2	7	3	157	105	0	0	52	72	39	3220	3489	2689	8	19	2.0859125802276087E-11	1.0	1.3515051788917996E-63	1.0	0.0	1.0
	2604098	2604388		+	SSO11281	SSO11281	Last part of transposase in ISC1250	6	7	169	285	0	0	4	1	88	35	0	0	1	6	2	67	303	191	0	0	1.2041241171052017E-13	1.0	0.3312432249542998	1.0	8.433433928391525E-9	1.0
2605654	2605620	2604655	2604655	-	SSO2845	SSO2845	Transposase ISC1439	3589	2415	99634	95533	79	101	2048	1795	45169	53771	55	51	3153	5200	3040	195189	249696	205104	94	224	1.8998340143446333E-7	3.032914505976843E-6	0.27477300273817773	0.6144887625890425	3.678327381626939E-39	1.4568235545807458E-38
2606196	2606196	2605843	2605774	-	SSO2846	SSO2846	hypothetical protein	6218	6410	172628	253522	453	601	4632	3521	102139	105467	319	293	7531	10345	7580	466211	496716	511428	578	1388	9.76095885458284E-7	1.3565118265319814E-5	0.1947402390601714	0.4477299587845742	5.994827960247813E-39	2.3592793224085264E-38
2608168	2608117	2606453	2606445	-	SSO2847	SSO2847	Sugar-binding periplasmic protein	46710	51874	1296633	2051692	751	1005	367222	238979	8096586	7157164	5047	4580	28139	41254	29298	1741834	1980728	1976628	477	1140	0.014435973770576926	0.06913720976585534	0.12374378621099087	0.2938324992180127	9.618160326278761E-20	3.1221410944427304E-19
2608312	2608312	2609169		+	SSO2848	SSO2848	ABC transporter, permease (glucose)	5248	2132	145685	84348	109	134	13866	10313	305741	308889	390	358	11145	14280	10512	689913	685655	709266	337	809	0.041664905247637725	0.17293713338119499	1.9576838259053908E-12	8.191222782316507E-12	2.1950489536804402E-5	5.0392237410082676E-5
	2609154	2610017	2610017	+	SSO2849	SSO2849	ABC transporter, permease (glucose)	1644	1039	45657	41104	39	50	8607	5508	189775	164972	226	205	5589	6533	4773	345995	313680	322073	157	378	3.5028680359194473E-7	5.293411745542349E-6	4.332451179983294E-30	2.5022115998679023E-29	1.3547398584661378E-4	3.018829763353677E-4
2610018	2610021	2611082	2611098	+	SSO2850	SSO2850	ABC transporter, ATP binding protein (glucose)	1950	1500	54147	59341	41	53	10454	6116	230500	183185	216	194	5775	6512	4326	357499	312662	291880	125	301	3.4664630860774175E-5	3.56141900559703E-4	1.0742705729799972E-14	4.7167902590786056E-14	0.005228966670428554	0.010961463464676153
2612461	2612461	2611121	2611121	-	SSO2852	SSO2852	Proline/betaine transporter, putative	20458	7453	567901	294794	265	321	73857	51237	1628425	1534490	1293	1179	3825	3959	3271	236777	190105	220696	66	160	0.010075524302057395	0.05050741892480623	2.139345571009017E-6	7.099981623188774E-6	8.357495553583459E-111	4.86296890809445E-110
2612718	2612718	2613491	2613491	+	SSO2853	SSO2853	Permease, putative	1023	275	28413	10881	21	25	744	749	16419	22443	26	25	44	58	29	2731	2825	1976	1	3	0.013676409475902306	1.0	5.7090616623734486E-139	1.0	4.992361651849714E-131	1.0
	2613786	2613640		-	SSO11307	SSO11307	Second ORF in transposon ISC1439	31	23	875	917	4	6	27	19	617	592	4	4	12	24	13	752	1169	922	2	6	0.0038234547128718926	1.0	0.5624300727107239	1.0	0.009123636054074425	1.0
	2614686	2613811		-	SSO2855	SSO2855	First ORF in transposon ISC1439	390	208	10837	8239	8	10	248	251	5470	7519	7	7	106	215	95	6581	10361	6475	3	8	7.393912362515686E-5	1.0	0.001809301953424452	1.0	0.2790508079940775	1.0
	2614967	2615377		+	SSO2856	SSO2856	hypothetical protein	4	4	117	175	0	0	0	1	17	45	0	0	0	1	1	0	92	98	0	0	3.755415071204308E-15	1.0	0.010990876442758169	1.0	0.0032141085588206584	1.0
2615796	2615796	2615380	2615380	-	SSO2857	SSO2857	hypothetical protein	521	258	14487	10232	23	29	129	118	2858	3552	8	7	84	142	107	5231	6818	7246	6	15	5.1415408415953955E-39	1.0	6.432170580359207E-8	1.0	8.475674152092465E-7	1.0
2615830	2615830	2616012		+	NA	NA	Novel protein	219	125	6085	4958	23	30	99	83	2195	2485	13	12	38	40	35	2361	1923	2389	4	12	3.586341021186363E-13	1.0	8.110834530510412E-11	1.0	0.8291166543527158	1.0
	2616553	2615996	2615996	-	SSO2858	SSO2858	hypothetical protein	73	42	2028	1675	2	3	69	66	1528	1977	3	3	1303	1473	1234	80691	70762	83295	57	140	0.06162947147134536	1.0	0.0	0.0	0.0	0.0
2617922	2617922	2616522		-	SSO2860	SSO2860	Selenium-binding protein	525	430	14588	17025	8	11	1021	654	22532	19608	16	15	28277	32241	27130	1750355	1547979	1830377	503	1220	0.31356971089076013	1.0	0.0	0.0	0.0	0.0
	2618415	2617972		-	SSO2861	SSO2861	hypothetical protein	45	65	1261	2608	3	4	11	6	258	184	0	0	63	92	35	3947	4461	2418	3	8	1.3242226427645278E-140	1.0	0.10463841903341074	1.0	0.0	1.0
2620490	2620490	2618490	2618453	-	SSO2863	SSO2863	acetyl-CoA synthetase	6334	7371	175830	291548	86	116	11279	5197	248682	155657	114	101	93949	92076	83547	5815417	4420819	5636558	1083	2644	0.01977543330411484	0.09133668230817434	1.6886422865789356E-192	1.9762193376391828E-191	0.0	0.0
